ARG,ErmC,TEM-104,TEM-135,TEM-34,catA1,farA,farB,macA,macB,mtrA,mtrC,mtrD,mtrE,tet(M)
485_13338,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13339,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13340,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13341,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13342,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13343,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13344,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13345,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13346,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13347,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13348,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13349,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13350,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13351,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13352,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13353,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13354,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13355,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_13356,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13357,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13358,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13359,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13360,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13361,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13362,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13363,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13364,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13365,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13366,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13367,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13368,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13369,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13370,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_13371,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13372,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13373,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13374,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13375,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13376,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13377,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13378,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13379,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13380,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13381,0,0,0,0,0,0,0,1,1,1,0,1,1,0
485_13382,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13383,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13384,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13385,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13386,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13392,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13395,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13396,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13397,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_13398,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13399,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_134,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13400,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13401,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13402,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13403,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13404,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13405,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13406,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13408,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13409,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13410,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13411,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13412,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13413,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13414,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13416,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13424,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13426,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13428,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13429,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13430,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13431,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13432,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13433,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13434,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13435,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13436,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13437,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13438,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13439,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13441,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13444,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13445,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13446,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13452,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13455,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13456,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13457,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13458,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13459,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13460,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13461,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13462,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13463,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13464,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13465,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13466,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13467,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13468,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13469,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13470,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13471,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13472,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13473,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13474,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13475,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13476,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13477,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_13478,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13479,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13480,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13481,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13482,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13483,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13484,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13485,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13486,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13487,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13488,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13489,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13490,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13491,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13492,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13493,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13494,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13495,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13496,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13497,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13498,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13499,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_135,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13500,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13501,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13502,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13503,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13504,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13505,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13506,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13507,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13508,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13509,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13510,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13511,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13512,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13513,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13514,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13515,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13516,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13517,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13518,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13519,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13520,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13521,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13522,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13523,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13524,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13525,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_13526,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13527,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13528,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13529,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13530,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13531,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13532,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13533,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13534,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13535,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13537,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13538,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13539,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13540,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13542,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13543,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13545,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13546,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13547,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13548,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13549,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13550,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13551,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13552,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13553,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13554,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13555,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13556,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13557,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13558,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13559,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13560,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13561,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13562,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13563,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13564,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13565,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13566,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13567,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13568,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13569,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13570,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13571,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13572,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13573,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13574,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13575,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13576,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13577,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13578,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13579,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13580,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13581,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13586,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13591,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_13594,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13595,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13596,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13597,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13598,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13599,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_136,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13600,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13601,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13602,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13603,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13604,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13605,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13606,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13607,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13608,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13609,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13610,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13611,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13612,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13613,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_13614,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13615,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13616,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13617,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13618,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13619,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13620,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13621,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13622,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13623,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13633,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13634,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13636,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_13637,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13638,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13639,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13640,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13641,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13642,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13643,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13644,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13654,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13656,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13657,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13658,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13659,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13660,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13661,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13662,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13663,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13664,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13665,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13666,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13667,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13668,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13669,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13670,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13671,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13672,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13673,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13674,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13675,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13676,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13677,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13679,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13680,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13683,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_137,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13704,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13705,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13706,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13707,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13708,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13709,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13710,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13711,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13712,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13714,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13716,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13717,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13718,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13720,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13721,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13723,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13724,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13725,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13726,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13727,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13728,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13729,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13730,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13731,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13732,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13733,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13734,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13735,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13736,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13737,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13738,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13739,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13740,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13741,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13742,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_13743,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13744,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13765,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13766,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13767,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13768,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13769,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13771,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13774,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13775,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13781,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_138,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13802,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13803,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13805,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13806,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13807,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13808,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13809,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13810,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13811,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13812,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13813,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13814,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13815,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13816,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13817,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13818,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13820,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13821,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13822,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13823,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13824,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13826,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13827,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13828,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13829,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13830,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13831,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13833,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13837,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13838,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13839,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13840,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13841,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13843,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13844,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13845,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13846,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13847,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13864,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13866,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13867,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13868,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_13869,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13870,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13871,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13872,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13873,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13874,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13875,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_13876,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13877,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13878,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13879,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13880,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13881,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13882,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13883,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13884,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13885,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13886,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13887,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13888,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13889,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13890,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13891,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13892,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13893,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13894,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13895,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_13896,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13897,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13898,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13899,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_139,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13900,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13901,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13902,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_13903,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_13904,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13905,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13906,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_13907,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_13908,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_13909,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13910,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13911,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13912,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_13913,0,0,0,0,0,1,0,1,1,1,0,0,1,1
485_13914,0,0,0,0,0,1,0,1,1,1,0,1,1,0
