ARG,AAC(2')-Ic,CfxA,Erm(37),PC1_blaZ,Rv1877,Rv2856,TEM-116,blaC,efpA,mfpA,msrA,patB,vgaA
1773_14759,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14760,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14761,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14762,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14763,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14765,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14766,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14768,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14769,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1477,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14770,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14771,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14772,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14773,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14774,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14775,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14776,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14777,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14778,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14779,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1478,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14780,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14781,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14782,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14783,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14784,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14785,1,0,0,0,1,1,0,1,1,1,0,0,0
1773_14786,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14787,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14788,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14789,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1479,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14790,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14791,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14792,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14793,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14794,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14795,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14796,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14797,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14798,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14799,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14800,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14802,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14803,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14804,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14805,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14806,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14807,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14808,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14809,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14810,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14811,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14812,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14813,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14814,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14815,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14816,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14817,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14818,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14819,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1482,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14820,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14821,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14822,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14823,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14824,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14825,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14826,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14827,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14828,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14829,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1483,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14830,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14831,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14832,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14833,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14834,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14835,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14836,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14837,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14838,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14839,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1484,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14840,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14841,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14842,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14843,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14844,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14845,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14846,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14847,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14848,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14849,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1485,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14850,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14851,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14852,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14853,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14854,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14855,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14856,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14857,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14858,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14859,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1486,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14860,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14861,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14862,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14863,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14864,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14865,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14866,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14867,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14868,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14869,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1487,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14870,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14873,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14874,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14875,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14876,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14877,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1488,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14880,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14881,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14882,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14883,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14884,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14885,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14886,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14889,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1489,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14890,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14891,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14892,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14893,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14894,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14896,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14897,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14898,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14899,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1490,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14900,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14901,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14902,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14903,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14904,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14905,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14906,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14907,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14908,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14909,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1491,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14910,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14911,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14912,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14913,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14914,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14915,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14917,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14918,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14919,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1492,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14920,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14921,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14922,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14923,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14924,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14925,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14927,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14928,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14929,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1493,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14930,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14931,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14932,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14933,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14934,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14935,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14936,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14937,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14938,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14939,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1494,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14940,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14941,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14942,1,0,0,0,1,1,0,1,1,1,0,0,0
1773_14943,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14944,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14945,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14946,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14947,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14948,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14949,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1495,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14950,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14951,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14952,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14953,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14954,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14955,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14956,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14957,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14958,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14959,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1496,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14960,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14961,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14962,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14963,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14964,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14965,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14966,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14967,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14968,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1497,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14970,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14971,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14972,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14973,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14974,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14975,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14976,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14977,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14978,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14979,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1498,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14980,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14981,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14982,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14983,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14984,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14985,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14986,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14987,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14988,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14989,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1499,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14990,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14991,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14992,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14993,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14994,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14995,1,0,1,0,1,0,0,1,1,1,0,0,0
1773_14996,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14997,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14998,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_14999,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1500,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15000,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15001,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15002,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15003,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15004,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15005,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15007,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15008,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15009,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1501,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15010,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15011,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15012,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15013,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15014,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15015,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15016,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15017,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15018,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15019,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1502,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15020,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15021,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15022,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15023,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15024,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15025,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15026,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15027,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15028,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15029,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1503,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15030,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15031,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15032,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15033,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15034,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15035,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15036,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15037,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15038,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15039,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1504,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15040,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15041,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15042,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15043,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15044,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15045,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15046,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15047,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15048,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15049,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1505,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15050,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15051,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15052,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15053,1,0,1,0,0,1,0,1,1,1,0,0,0
1773_15054,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15055,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15056,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15057,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15058,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15059,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1506,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15060,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15062,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15063,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15064,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15065,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15066,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15067,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15068,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15069,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1507,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15070,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15071,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15072,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15073,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15074,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15075,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15076,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15077,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15078,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15079,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1508,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15080,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15081,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15082,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15083,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15084,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15086,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15087,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15088,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15089,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1509,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15090,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15091,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15093,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15094,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15095,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15096,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15097,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15098,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15099,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1510,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15100,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15101,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15102,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15103,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15104,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15105,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15106,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15107,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15108,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15109,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1511,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15110,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15111,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15112,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15113,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15114,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15115,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15116,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15117,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15118,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15119,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15120,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15121,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15122,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15123,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15124,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15125,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15126,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15127,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15128,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15129,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15130,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15131,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15132,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15133,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15134,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15135,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15136,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15137,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15138,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1514,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15140,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15141,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15142,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15143,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15144,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15145,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15147,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15149,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1515,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15150,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15151,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15152,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15153,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15154,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15155,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15156,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15157,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15158,1,0,1,0,0,1,0,1,1,1,0,0,0
1773_15159,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1516,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15160,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15161,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15162,1,0,0,0,1,1,0,1,1,1,0,0,0
1773_15164,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15166,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15167,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15168,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15169,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_1517,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15170,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15171,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15172,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15173,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15174,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15175,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15176,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15177,1,0,1,0,1,1,0,1,1,1,0,0,0
1773_15178,1,0,1,0,1,1,0,1,1,1,0,0,0
